artist,author,gernes,heart,name,star,view,words
N/A,Ái Tiềm Thủy Đích Ô Tặc,"Action,Adventure,Drama,Fantasy,Horror,Mature,Psychological,Seinen,Tragedy,Chinese Novel,Mystery,Supernatural,Historical", 572 ,Lord of the Mysteries,4.8,167497,202787
Kagawa Ichigo,Takamine Kakeru,"Comedy,Romance,School Life,Slice of Life", 625 ,Cách để khiến trái tim của Nữ Hoàng Băng Giá tan chảy,4.9,17995,17929
Shiina Kuro,Epanteriasu,"Comedy,Romance,School Life,Shounen,Slice of Life", 686 ,"My Sister’s Best Friend? My Female Friend Already? Then, What’s Next―?",5,17524,5421
Fly,Kennoji,"Drama,Harem,Romance,School Life,Slice of Life", 998 ,"Cô Gái Mà Tôi Đã Cứu Trên Chuyến Tàu Khi Ấy, Hóa Ra Lại Là Bạn Thuở Nhỏ Của Tôi",4.7,58475,41905
Kuroto Yuu,Misaki Nagi,"Comedy,Drama,Harem,Romance,School Life,Shounen,Slice of Life", 1045 ,Đã Có Hôn Thê Dễ Thương Nhường Này Rồi Mà Sao Cậu Lại Đi Thích Người Khác Cơ Chứ?,4.9,31062,23841
Narumi Nanami,Murata Ten,"Comedy,Romance,School Life", 1094 ,Kuuru na Tsukishiro-san wa Ore ni dake dere kawaii,5,38299,34908
Saori Toyota,Light Tuchihi,"Action,Adventure,Comedy,Drama,Fantasy,Super Power,Ecchi,Isekai,Mystery", 1760 ,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,4.9,816396,441978
Poligon,Kurashiki Kon,"Comedy,Ecchi,Romance", 421 ,"Futokou no Osananajimi ga Gakkou ni Iku Jouken wa, Mainichi Ore to Kiss Suru Kotodatta",4.9,7969,2242
booota ; Saku Enomaru,Shoji Goji,"Action,Adapted to Manga,Adventure,Fantasy,Harem,Isekai,Adult,Comedy,Ecchi,Romance", 487 ,Hitoribocchi no Isekai Kouryaku,4.8,34923,24215
N/A,Kiwadoi Shouri,"Comedy,Romance,Slice of Life", 1582 ,"Tôi được trả 300,000 yên mỗi tháng chỉ để nói 'Chị đã về, hôm nay chị vất vả rồi' với chị hàng xóm làm việc chăm chỉ kiếm 500,000 yên mỗi tháng nhưng chẳng biết tiêu tiền cho việc gì, rất là vui",4.9,108754,11978
N/A,황 시우,"Action,Adventure,Fantasy,Shounen,Korean Novel", 146 ,Tôi xuyên vào người một tên quý tộc ốm yếu,3.9,17709,36258
N/A,첼리아케,"Korean Novel,Romance,Shounen ai", 31 ,Chiếc nhẫn số phận,4.3,6391,16406
Komori Kuzuyu,Sanami Sui,"Comedy,Romance,School Life,Slice of Life", 1065 ,"Kurasu no gyaru ga, naze ka ore no gimai to nakayoku natta. ""Kyou mo kimi no ie, itte ii?""",4.9,37372,10991
Macchi | 마끼,이윤아,"Drama,Fantasy,Josei,Korean Novel,Mature,Romance", 48 ,Lời Cầu Hôn Của Bạo Chúa,4.6,8388,29761
N/A,Bells on Cat Ears(猫耳铃铛),"Action,Adventure,Chinese Novel,Comedy,Harem,Mature,Romance,School Life,Shounen,Supernatural", 127 ,Little Tyrant Doesn’t Want to Meet with a Bad End,5,10322,10856
Koin,Yuumikan,"Adapted to Anime,Adapted to Manga,Comedy,Fantasy,Game,Magic,Slice of Life,Web Novel", 807 ,Itai no wa Iya nanode Bōgyo-Ryoku ni Kyokufuri Shitai to Omoimasu,4.9,147306,47130
chibi,Touya,"Action,Adventure,Fantasy,Magic", 137 ,A Tale of the Secret Saint,4.7,11872,10622
N/A,Jee Gab Song 지갑송,"Action,Comedy,Drama,Fantasy,Psychological,School Life,Korean Novel", 1676 ,The Novel 's Extra,4.9,1326207,642835
Konomi,Kuou Haruki,"Comedy,Game,School Life,Psychological,Romance,Science Fiction", 2232 ,Liar Liar,4.9,567856,450838
Ryutetsu,Anikki Burazza,"Action,Adventure,Comedy,Fantasy,Harem,Martial Arts,Romance,School Life,Shounen", 4450 ,Breakthrough with the Forbidden Master,4.9,3133728,394645
Shirotaka,Rifujin Na Magonote,"Action,Adventure,Drama,Fantasy,Isekai,Magic,Web Novel", 128 ,Jobless Oblige - Mushoku Tensei No Spin Off,4.9,16619,19006
