artist,author,gernes,heart,name,star,view,words
Sena Monako,Okazawa Juzen,"Action,Adventure,Comedy,Drama,Ecchi,Fantasy,Harem,Romance", 879 ,Yonaoshi Ankoku Shin no Honsou –Ningen sukisugite ningen ni tensei shi ta–,4.8,247259,38083
Midorikawa You,Fast; fasuto(ファースト),"Action,Adult,Comedy,Ecchi,Harem,Mature,Romance,Seinen", 113 ,Bocchi Tenseiki,3.7,17521,4200
N/A,Watanabe Tsunehiko,"Adventure,Comedy,Fantasy,Romance,Slice of Life,Ecchi,Harem", 238 ,Risou no Himo Seikatsu,5,43085,73645
N/A,Lee Sungjin (성진저),"Action,Adventure,Fantasy", 48 ,One Man Army,5,12503,6049
Korie Riko,Tsukasa,"Fantasy,Harem,Action,Adventure,Ecchi,Supernatural", 289 ,Unlimited Fafnir,5,97067,431945
N/A,Ezo Gingitsune えぞぎんぎつね,"Action,Adventure,Fantasy", 239 ,Koko wa Ore ni Makasete Saki ni Ike to Itte kara 10 Nen ga Tattara Densetsu ni Natteita,4.8,46640,10355
Ichiri,Tsukiyo Rui,"Adventure,Comedy,Ecchi,Fantasy,Slice of Life,Adapted to Manga,Isekai,Shounen", 586 ,Slime Tensei. Taikensha ga Youjo Elf ni Dakishimeraretemasu,4.7,59627,39067
N/A,しっちぃ,"Shoujo ai,Slice of Life", 105 ,Me and my beloved cat (girlfriend),3.8,20257,9279
N/A,Ikkuiku,"Action,Adventure,Comedy,Fantasy,Harem,Isekai,Mystery, Romance,Shounen", 144 ,Monster Musume Harem wo Tsukurou!,5,18820,10012
UNKNOWN,とりまる,"Adventure,Ecchi,Fantasy,Gender Bender,Mature", 137 ,Elf-san with Master,4.3,22157,1646
N/A,Nam Hi-sung,"Action,Adventure,Comedy,Drama,Fantasy,School Life,Science Fiction,Romance", 1103 ,Legendary Moonlight Sculptor,4.9,2434486,2725961
Sakana,Nyun,"Comedy,Fantasy,School Life", 434 ,"Isekai ni Tensei Shitandakedo Ore, Tensai tte Kanchigai Saretenai ?",4.5,93980,30631
N/A,Kuro Inukami (黒犬神),"Adventure,Comedy,Fantasy,Harem,Shoujo,Shoujo ai,Web Novel", 171 ,Yuusha Ga Onna Da to Dame Desu Ka?,5,26509,5699
Mitsuki Yano,Touwa Akatsuki,"Action,Adventure,Comedy,Fantasy,Harem,Mature,Romance,Ecchi", 434 ,"Commushou no Ore ga, Koushou Skill ni Zenfurishite Tenseishita Kekka",4.5,46987,7177
Lack,Ido Masayoshi,"Action,Adventure,Fantasy,Romance", 541 ,Yobidasareta Satsuriku-sha,3.8,94838,56631
Katsumi Enami,Junpei Inuzuka,"Adventure,Fantasy,Mystery,Slice of Life", 61 ,Isekai Shokudou,5,10777,9367
N/A,글쟁이S,"Action,Adult,Adventure,Fantasy", 59 ,Hunter of the Ruined World,5,13589,8056
Eiri Shirai,Ao Jyumonji,"Action,Adventure,Drama,Fantasy,Romance,Tragedy", 380 ,Hai to Gensou no Grimgar,5,96682,97969
N/A,Kataoka Naotaro,"Action,Adventure,Comedy,Fantasy,Harem,Isekai,Slice of Life,Tragedy,Web Novel", 353 ,Reincarnation into the Barrier Master,4.4,80198,21121
N/A,九頭七尾,"Action,Comedy,Fantasy,One shot,Supernatural,Web Novel", 35 ,"Because My Toilet Turned Into a Dungeon, Taking Care of My Business Has Become too Difficult",4.8,17371,1995
Mahaya,Kamachi Kazuma,"Action,Comedy,Drama,Fantasy,Harem,Romance,Science Fiction,Shounen", 148 ,My Vampire Older Sister and Zombie Little Sister,4.5,15397,22258
N/A,Nanasawa Matari,"Action,Fantasy,Mature,Web Novel", 237 ,Shinigami wo Tabeta Shoujo,4.9,61408,139428
イセ川ヤスタカ,ちんくるり,"Action,Adventure,Comedy,Ecchi,Fantasy,Harem,Web Novel", 442 ,Using Gacha to Increase My Companions and to Create the Strongest Girls’ Army Corps,4.6,76166,29845
N/A,철종금 / Cheol Jonggeum,"Action,Adventure,Drama,Fantasy,Psychological,Supernatural,Isekai,Web Novel", 282 ,I am the Monarch,4.8,109359,34921
Sazanami Mio,Kon Hoshizaki,"Adventure,Fantasy,Harem,Isekai,Web Novel", 237 ,Netooku Otoko no Tanoshii Isekai Boueki,5,25317,17341
Luna,Mishima Yomu,"Action,Adventure,Fantasy,Harem", 642 ,Dragoon,4.7,288992,83432
Yukino Amagai,Kasa Sakaki,"Action,Adventure,Comedy,Ecchi,Gender Bender,Harem,Mature,Romance,School Life,Supernatural", 334 ,Adolescent Adam,4.1,83882,42899
N/A,YOSHIOKA TSUYOSHI,"Action,Adventure,Fantasy,Romance,School Life,Shounen", 350 ,Magi's grandson,4.9,36058,31947
N/A,Touzai Tasuke,"Adult,Ecchi,Mature,Supernatural,Incest,One shot", 596 ,"Triệu hồi succubus, em gái tôi xuất hiện!",5,80219,7132
N/A,로드워리어 (Road Warrior),"Action,Adventure,Fantasy,Mature,Mystery,Super Power,Tragedy", 199 ,Main Character Hides His Strength,5,44417,35940
N/A,Idle Fish Goes Ashore,"Adventure,Fantasy,Harem,Romance,School Life,Supernatural", 85 ,NEET Receives a Dating Sim Game Leveling System,5,18550,13683
N/A,Chwiryong,"Action,Adventure,Drama,Fantasy,Harem,Mystery,Psychological,Romance,Supernatural", 209 ,Breakers,4,30306,15031
Không có,Makafushigi-man,"Adult,Drama,Mature,Netorare,Psychological,School Life", 120 ,Magic Warrior White・Love!,2.4,31909,20461
N/A,Ái Tiềm Thủy Đích Ô Tặc,"Action,Adventure,Drama,Fantasy,Horror,Mature,Psychological,Seinen,Tragedy,Chinese Novel,Mystery,Supernatural,Historical", 571 ,Lord of the Mysteries,4.8,167304,202795
Kagawa Ichigo,Takamine Kakeru,"Comedy,Romance,School Life,Slice of Life", 625 ,Cách để khiến trái tim của Nữ Hoàng Băng Giá tan chảy,4.9,17979,17929
Shiina Kuro,Epanteriasu,"Comedy,Romance,School Life,Shounen,Slice of Life", 686 ,"My Sister’s Best Friend? My Female Friend Already? Then, What’s Next―?",5,17520,5421
Fly,Kennoji,"Drama,Harem,Romance,School Life,Slice of Life", 998 ,"Cô Gái Mà Tôi Đã Cứu Trên Chuyến Tàu Khi Ấy, Hóa Ra Lại Là Bạn Thuở Nhỏ Của Tôi",4.7,58454,41905
Kuroto Yuu,Misaki Nagi,"Comedy,Drama,Harem,Romance,School Life,Shounen,Slice of Life", 1045 ,Đã Có Hôn Thê Dễ Thương Nhường Này Rồi Mà Sao Cậu Lại Đi Thích Người Khác Cơ Chứ?,4.9,31038,23841
Narumi Nanami,Murata Ten,"Comedy,Romance,School Life", 1094 ,Kuuru na Tsukishiro-san wa Ore ni dake dere kawaii,5,38282,34908
Saori Toyota,Light Tuchihi,"Action,Adventure,Comedy,Drama,Fantasy,Super Power,Ecchi,Isekai,Mystery", 1760 ,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,4.9,816355,441978
Poligon,Kurashiki Kon,"Comedy,Ecchi,Romance", 420 ,"Futokou no Osananajimi ga Gakkou ni Iku Jouken wa, Mainichi Ore to Kiss Suru Kotodatta",4.9,7959,2242
booota ; Saku Enomaru,Shoji Goji,"Action,Adapted to Manga,Adventure,Fantasy,Harem,Isekai,Adult,Comedy,Ecchi,Romance", 486 ,Hitoribocchi no Isekai Kouryaku,4.8,34913,24215
N/A,Kiwadoi Shouri,"Comedy,Romance,Slice of Life", 1581 ,"Tôi được trả 300,000 yên mỗi tháng chỉ để nói 'Chị đã về, hôm nay chị vất vả rồi' với chị hàng xóm làm việc chăm chỉ kiếm 500,000 yên mỗi tháng nhưng chẳng biết tiêu tiền cho việc gì, rất là vui",4.9,108719,11978
N/A,황 시우,"Action,Adventure,Fantasy,Shounen,Korean Novel", 146 ,Tôi xuyên vào người một tên quý tộc ốm yếu,3.9,17707,36258
N/A,첼리아케,"Korean Novel,Romance,Shounen ai", 31 ,Chiếc nhẫn số phận,4.3,6388,16406
Komori Kuzuyu,Sanami Sui,"Comedy,Romance,School Life,Slice of Life", 1065 ,"Kurasu no gyaru ga, naze ka ore no gimai to nakayoku natta. ""Kyou mo kimi no ie, itte ii?""",4.9,37351,10991
Macchi | 마끼,이윤아,"Drama,Fantasy,Josei,Korean Novel,Mature,Romance", 48 ,Lời Cầu Hôn Của Bạo Chúa,4.6,8385,29761
N/A,Bells on Cat Ears(猫耳铃铛),"Action,Adventure,Chinese Novel,Comedy,Harem,Mature,Romance,School Life,Shounen,Supernatural", 127 ,Little Tyrant Doesn’t Want to Meet with a Bad End,5,10316,10856
Koin,Yuumikan,"Adapted to Anime,Adapted to Manga,Comedy,Fantasy,Game,Magic,Slice of Life,Web Novel", 806 ,Itai no wa Iya nanode Bōgyo-Ryoku ni Kyokufuri Shitai to Omoimasu,4.9,147162,47130
chibi,Touya,"Action,Adventure,Fantasy,Magic", 137 ,A Tale of the Secret Saint,4.7,11868,10622
N/A,Jee Gab Song 지갑송,"Action,Comedy,Drama,Fantasy,Psychological,School Life,Korean Novel", 1676 ,The Novel 's Extra,4.9,1326148,642835
Konomi,Kuou Haruki,"Comedy,Game,School Life,Psychological,Romance,Science Fiction", 2232 ,Liar Liar,4.9,567803,450838
Ryutetsu,Anikki Burazza,"Action,Adventure,Comedy,Fantasy,Harem,Martial Arts,Romance,School Life,Shounen", 4451 ,Breakthrough with the Forbidden Master,4.9,3133334,394645
Shirotaka,Rifujin Na Magonote,"Action,Adventure,Drama,Fantasy,Isekai,Magic,Web Novel", 126 ,Jobless Oblige - Mushoku Tensei No Spin Off,4.9,16595,19006
Kamioka Chirol,Hozumi Kei,"Comedy,Romance,School Life", 554 ,"Mea-san, Kocchi Muite yo",4.9,29582,21384
Otsuka Shinichirou,Tappei Nagatsuki,"Adventure,Comedy,Drama,Fantasy,Horror,Mystery,Romance,Isekai,Tragedy,Web Novel,Adapted to Anime,Adapted to Manga,Psychological,Suspense", 2630 ,Re:Zero kara Hajimeru Isekai Seikatsu (Web Novel),5,2483594,1027574
Osabe Tom,Okayu Masaki,"Comedy,Romance,Shounen,Slice of Life", 1481 ,Sẽ Ra Sao Nếu Một Cậu Trai U Ám Và Cô Chị Gái Của Một Người Bạn Đem Lòng Yêu Nhau?,4.6,60644,20505
N/A,"Luo Jiang Shen, Carrot Sauce","Ecchi,Fantasy,Gender Bender,Martial Arts,Web Novel,Yuri,Shoujo ai,Chinese Novel", 1229 ,Maiden Of The Cursed Blade.,4.9,595768,480159
Tachibana Omina,Kurona Yuu,"Adult,Fantasy,Harem,Adapted to Anime", 148 ,Tales of Harem,4.6,6963,3447
N/A,Takata,"Comedy,Romance,School Life,Web Novel", 648 ,Làm bạn với cô gái đáng yêu thứ hai lớp,4.5,23391,4937
N/A,Shiryu,"Comedy,Romance,School Life,Shounen,Slice of Life,Web Novel,Isekai", 975 ,"Romcom manga no sekai ni haitte shimattanode, shujinko to kuttsukanai heroine wo zenryoku de shiawase ni suru",4.9,156113,78877
Kinako,Yuu Murasaki,"Comedy,Romance,School Life", 1724 ,Chẳng biết vì sao Nữ thần học đường lại thích ghé chơi nhà tôi,4.9,148483,36666
SUKJA; 숙자,햇살수인,"Drama,Fantasy,Romance,Shoujo,Korean Novel", 99 ,Tôi Trở Thành Bạn Gái Của Nam Chính,4.7,9797,12035
Pig Cake; 돼지케이크,릴다,"Comedy,Drama,Fantasy,Korean Novel,Romance,Shoujo", 45 ,Người hầu bí mật của hoàng tử,4.3,7374,7976
SUKJA,태비의별,"Fantasy,Korean Novel,Romance,Shoujo,Web Novel", 69 ,Được yêu thích bởi nhân vật phản diện,3.7,11606,23987
Llo,Yuu Tanaka,"Action,Adventure,Fantasy,Shounen,Web Novel,Isekai,Adapted to Drama CD,Adapted to Manga,Drama,Magic", 3557 ,Tensei Shitara Kendeshita,4.9,3138390,1336164
N/A,Isshiki Koutarou,"Adapted to Manga,Adventure,Comedy,Drama,Fantasy,Romance,Web Novel", 2036 ,Chounin A wa Akuyaku Reijou wo Doushitemo Sukuitai,4.9,422615,99939
N/A,Higure Minto,"Action,Adventure,Drama,Ecchi,Fantasy,Harem,Mature,Psychological,Romance,Seinen", 658 ,Monster no Goshujin-sama,4.7,73764,142583
Shino,"Tsubaki Himana, Yuu Kamiya","Action,Fantasy,Science Fiction,Romance", 490 ,Clockwork Planet,4.9,55575,221193
N/A,Satomura Shion,"Comedy,Harem,Romance,School Life,Adult,Drama,Ecchi,Mature,Web Novel", 595 ,Recently I Broke up With My Girlfriend Because She Was Cold but She Became Yandere,4.9,49702,21296
Yukisan,Seiichi Takayama,"Action,Adapted to Anime,Adapted to Manga,Adventure,Drama,Ecchi,Fantasy,Harem,Historical,Isekai,Magic,Military", 190 ,Hyakuren no Haou to Seiyaku no Valkyria,4.8,12399,70617
Shirotaka,Rifujin na Magonote,"Action,Adventure,Fantasy,Harem,Isekai,Web Novel,Adapted to Anime,Adapted to Drama CD,Adapted to Manga,Comedy,Ecchi,Magic,Mature,Romance,Drama", 6927 ,Mushoku Tensei - Isekai Ittara Honki Dasu,4.9,11799080,1418680
Gintarou,Ebisu Seiji,"Comedy,Ecchi,Harem,Romance,School Life,Shounen", 1037 ,"Người tôi thích là em gái, nhưng cũng không phải là em gái",4.9,128898,251314
Poligon,Kurashiki Kon,"Comedy,Ecchi,Romance,School Life,Slice of Life,Shounen", 801 ,Điều kiện để người bạn thuở nhỏ bỏ học đã lâu của tôi tới trường là tôi phải hôn cô ấy mỗi ngày,4.8,21353,7168
shiri,AINANA Hiro,"Adventure,Comedy,Fantasy,Harem,Romance,Ecchi,Slice of Life,Web Novel,Isekai,Action,Adapted to Anime,Adapted to Drama CD,Adapted to Manga,Cooking,Magic,Seinen,Shounen", 4423 ,Death March kara Hajimaru Isekai Kyusoukyoku,4.9,5801349,1480093
N/A,Morino Ion,"Comedy,Fantasy,Romance", 45 ,"Hello, nice to meet you",5,2890,6937
mmu,Akamitsu Awamura,"Comedy,Romance,School Life", 1287 ,Ore no Onna Tomodachi ga Saikou ni Kawaii,4.9,67403,35840
raken,Warui Otoko,"Action,Adapted to Manga,Adventure,Fantasy,Military,Seinen", 111 ,I Become a Rogue Lord in a World Where Only I Level Up,5,2970,2530
N/A,銀三〇（ゆだ）,"Action,Adult,Drama,Ecchi,Harem,Mature,Psychological,Romance,School Life,Seinen,Slice of Life,Tragedy,Web Novel", 940 ,Pure Love ✕ Insult Complex,4.9,267449,232283
Pyonkichi,Nozomi Kota,"Comedy,Ecchi,Romance,Slice of Life", 1900 ,Motokano to no Jirettai Gisou Kekkon,4.9,147320,81492
Gin; Cell; Waisshu,Nahuse,"Action,Adapted to Manga,Adventure,Fantasy,Harem,Mecha,Mystery,Science Fiction,Seinen,Supernatural", 390 ,Rebuild World,4.9,30217,29420
Shiso,Hibariyu,"Comedy,Romance,School Life,Slice of Life,Web Novel", 2137 ,"Tenkou-saki no seiso karen na bishoujo ga, mukashi danshi to omotte issho ni asonda osananajimi datta ken",4.7,215398,54865
U35,Toshizo,"Comedy,Isekai,Romance", 462 ,"The Sidekick Never Gets the Girl, Let Alone the Protag’s Sister!",4.6,13465,2193
亜方逸樹,FUNA,"Action,Adventure,Comedy,Fantasy,Shoujo,Super Power,Supernatural,Slice of Life,Shounen,Web Novel,Adapted to Anime,Adapted to Manga", 1885 ,"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",4.8,1057486,421760
Nimoshi,Kazamidori,"Adapted to Manga,Adventure,Cooking,Drama,Fantasy,Isekai,Romance,Slice of Life", 432 ,"Sayonara Isekai, Mata Kite Ashita",5,19482,13818
Okimura,Miyazaki Yuu,"Action,Adapted to Anime,Adapted to Manga,Comedy,Fantasy,Harem,Martial Arts,Mecha,Super Power", 1128 ,Gakusen Toshi Asterisk,4.9,172582,297490
Nagishiro Mito,Yatsuhashi Kou,"Action,Adapted to Manga,Comedy,Drama,Fantasy,Isekai,Magic,Romance,School Life", 399 ,Oujo Denka wa Oikari no You desu,4.6,31844,9688
Tosaka Asagi,Shimizu Yuu,"Action,Ecchi,Fantasy,Harem,Romance,School Life", 2681 ,Seiken Gakuin no Maken Tsukai,4.9,322168,125940
はくり,Amakasu,"Comedy,Mature,Romance,School Life,Seinen,Slice of Life,Web Novel", 516 ,I’m Having Trouble With a High School Girl I Meet on the Commuter Train Who for Some Reason Has Taken a Liking to Me,5,19892,7528
Kurogin ; 黒銀,Mayoi Tofu,"Action,Adventure,Comedy,Fantasy,Harem,Isekai,Romance,Seinen,Super Power", 1655 ,Kuro no Shoukanshi: The Berserker Rises to Greatness,4.9,334856,167987
イクヤス,夜乃すてら,"Fantasy,Isekai,Romance,Shounen ai,Drama,Supernatural,Action,Comedy", 58 ,Violant of the Silver,5,15766,39231
Nabeshima Tetsuhiro,Satou,"Action,Adventure,Fantasy,Harem,Romance,Tragedy", 54 ,"The Boy Who Had Been Continuously Burned by the Fires of Hell. Revived, He Becomes the Strongest Flame User.",5,2890,2096
Ruck,꿈결나무,"Historical,Korean Novel,Magic,Romance,Web Novel,Drama,Shoujo", 661 ,Trở thành vợ của thái tử quái dị,4.7,913170,170875
Akita Hika,Kaburagi Haruka,"Adventure,Fantasy,Gender Bender,School Life,Shoujo ai,Slice of Life", 642 ,Eiyuu no Musume to Shite Umarekawatta Eiyuu wa Futatabi Eiyuu o Mezasu,4.8,119488,112468
Siso,Maromi Maroyaka,"Comedy,Romance,School Life,Slice of Life", 1183 ,How to Keep a Distance from a Beautiful Girl,4.8,79937,19804
N/A,Nekoko,"Action,Adventure,Fantasy,Web Novel", 135 ,The Reincarnated Heavy Knight Who Was Exiled After A Supposed Big Miss Is Unparalleled With His Game Knowledge,5,6176,5621
NekoMegane,Hoshikuzu Ponpon,"Adventure,Comedy,Fantasy,Gender Bender,Harem,Mystery,Psychological,Yuri", 1024 ,"Bishoujo ni Natta kedo, Netoge Haijin Yattemasu.",4.9,213568,149482
Yasumo,Kinosuke Naito,"Adventure,Comedy,Fantasy,Harem,Isekai,Romance,Seinen,Slice of Life,Web Novel,Adapted to Manga", 1767 ,Isekai Nonbiri Nouka,4.9,614493,237832
Yamato Yamamoto,Takaya Kagami,"Action,Drama,Magic,Military,School Life,Tragedy", 483 ,"Owari no Seraph – Ichinose Guren, 16-sai no Catastrophe",4.9,95026,198161
Miwabe Sakura,Sakaishi Yusaku,"Comedy,Romance,School Life", 2123 ,"Saijo No Osewa - Tại một ngôi trường danh giá gồm toàn những bông hoa ngoài tầm với, tôi sẽ phải âm thầm chăm nom cho tiểu thư số một của học viện (người không có lấy một kỹ năng sống nào)",4.7,109314,21414
Wata,Shimesaba,"Comedy,Drama,Romance,Seinen", 491 ,Kimi wa Hontouni Boku no Tenshi nano ka?,4.7,31601,12743
珠樹,夜依,"Comedy,Romance,School Life,Shounen,Slice of Life", 806 ,"That Time I’ve Seen Through a Beautiful Gyaru’s Punishment Game Confession, I Forgave Her but She Started to Get Closer",4.9,26533,7278
Narumi Nanami; Mosukonbu,Amano Seiju,"Comedy,Romance,School Life,Adapted to Manga", 4373 ,Kurasu no daikirai na joshi to kekkon suru koto ni natta.,4.9,603697,163688
kakao,Amane Megumi,"Comedy,Ecchi,Romance,Slice of Life,School Life", 5421 ,Ryoushin no Shakkin wo Katagawari shite Morau Jouken wa Nihon Ichi,4.9,954832,65292
N/A,"Satou,さとう","Fantasy,One shot,Shounen,Tragedy", 56 ,"The Hero of Exiling~ You’re Exiled Now, I Don’t Need You Anymore~",5,4254,2156
Booota,Shimesaba,"Drama,Seinen,Adapted to Anime,Adapted to Manga,Slice of Life", 910 ,Hige wo soru. Soshite Joshikousei wo hirou,4.9,201011,242151
Ayuma Sayu,Kuroi,"Comedy,Ecchi,Romance,School Life", 1152 ,"Ore no Oyome-san, Hentai Kamo Shirenai: Zero Kyori datta Osananajimi, Kekkon Shita Totan Sokuochi Shite Ore ni Muchuu desu",5,34100,13184
Yukiko,Mikami Teren,"Comedy,Ecchi,Romance,School Life,Yuri,Shoujo ai,Drama", 537 ,"Onna Doushi to ka Arienai deshou to Iiharu Onna no ko wo, Hyakunichi kan de Tetteiteki ni Otosu Yuri no Ohanashi",4.9,130385,217395
Omoomomo,Nekokuro,"Comedy,Harem,Romance,School Life,Slice of Life", 771 ,"I, a Lonely Otaku Was Surrounded by Some of the Most Beautiful Girls on Campus and Was Called Riajuu Before I Knew It",4.7,52798,23262
Không,Riruka (りるか),"Action,Adventure,Comedy,Ecchi,Fantasy,Gender Bender,Harem,Shoujo ai,Yuri", 410 ,I Became a Vampire Princess after Reincarnation!? Building The Strongest Yuri Harem Using the Cheat Skill 【Demon Lord】!,4.9,69633,76090
Artumph - 乾 和 音,Ayano - 絢 乃,"Adapted to Manga,Adult,Ecchi,Harem,Isekai,Web Novel", 1550 ,Isekai Yurutto Survival Seikatsu ~Gakkou no Minna to Isekai no Mujintou ni Ten-i Shita Kedo Ore Dake Rakushou Desu~,4.8,359694,120891
Hiten,Mikawa Ghost,"Comedy,Romance,School Life,Slice of Life,Adapted to Manga", 4067 ,Sống Cùng Em Kế,4.8,689760,200941
Shidu/しづ,Jin (Shizen no Teki-P),"Adapted to Anime,Adapted to Manga,Mystery,Tragedy,Comedy,Romance,Super Power,Supernatural", 24 ,Kagerou Daze,5,2007,3811
N/A,유나진,"Drama,Fantasy,Romance,Shoujo,Web Novel,Korean Novel", 79 ,Tôi cứu ngài không phải vì mong được cầu hôn,3.6,12832,48772
N/A,"Yoo Na Jin, 유나진","Fantasy,Romance,Shoujo,Korean Novel", 143 ,"Bởi vì thời gian có hạn, cô ấy trở thành con dâu của kẻ phản diện",4.1,20959,24982
지나가던 사람,랏슈,"Drama,Fantasy,Korean Novel,Romance,Shoujo,Slice of Life,Web Novel", 238 ,Khi đứa con gái hoang của Bá tước kết hôn,4.8,33059,51964
Nanakawa,Mochizuki Kurage,"Drama,Romance,Shoujo,Supernatural,Tragedy,Web Novel", 37 ,Thần Chết dịu dàng ngắm nhìn bầu trời nhuộm màu hoa anh đào mà cười,5,2959,2356
N/A,pilosopotasya,"Drama,Josei,Romance,Slice of Life,Web Novel,Comedy", 52 ,23/11,5,11444,37207
Ueda Umehito,Kuzu Shichio,"Action,Adventure,Comedy,Romance,Shounen,Fantasy,Magic", 408 ,Anh hùng Vô Chức,4.8,71161,41760
N/A,Haru no hi,"Slice of Life,Supernatural,Web Novel,Horror", 465 ,Akuma Koujo ~ Yurui Akuma no Monogatari ~,4.9,70787,43963
Shiromiso,Shiriken,"Action,Adventure,Fantasy,Mature,Web Novel,Military", 619 ,Chuyển sinh thành binh sĩ!? ~Người đàn ông được tụng xưng là Xích Tử thần~,3.2,68422,15523
N/A,Keika Hanada,"Drama,Historical,Horror,Josei,Mature,Mystery,Psychological,Seinen,Supernatural,Tragedy", 40 ,Fata Morgana no Yakata,5,5107,6517
Kei,Amagishi Hisaya,"Adapted to Manga,Fantasy,Isekai,Josei,Romance,Shoujo", 201 ,Ma cụ sư Dahlia sẽ không còn cúi đầu nữa,4.9,18600,18955
toi8,Fudeorca,"Action,Adventure,Drama,Fantasy,Isekai,Military,Romance,School Life,Slice of Life,Web Novel", 286 ,Horobi no Kuni no Seifukusha: Maou wa Sekai wo Seifuku Suruyoudesu,5,9390,3545
Riv,Kitayama Yuri,"Action,Adventure,Drama,Fantasy,Romance,Harem,Web Novel", 2813 ,Seirei Gensouki ~Konna Sekai de Deaeta Kimi ni~,4.7,1025723,183319
Kisaragi Mizu,Narayama Bakufu,"Adult,Drama,Fantasy,Game,Magic,Otome Game,Romance,School Life,Shounen ai,Tragedy,Web Novel,Mature,Cooking", 230 ,Dare ga Otome Geemu Dato Itta!,4.7,76124,47345
Kentauloss,Ochiai Yuusuke,"Drama,Romance,School Life,Slice of Life", 277 ,"Ore no Mei wa Shourai, Donna Aite to Kekkon Surun darou?",2.2,11193,6280
"Yuyu Ichino,一乃 ゆゆ","Maripara,マリパラ","Comedy,Romance,Slice of Life,One shot", 1847 ,"Taking care of my younger sister’s too naive of a beautiful yankee high schooler, then falling in love",4.9,137786,58387
N/A,更漏寒,"Chinese Novel,One shot,Romance,Shoujo ai,Tragedy", 16 ,Hướng Về Phía Bắc,5,2094,769
N/A,Tachibana Shinnosuke,"Josei,Mystery,Romance", 110 ,Koushirou Kujou the Detective Butler,4.6,16457,59173
Miwabe Sakura,Tsukiyo Rui,"Action,Adult,Adventure,Ecchi,Fantasy,Harem,Romance,Adapted to Manga", 250 ,Shijou Saikyou Orc-san no Tanoshii Tanetsuke Harem Tzukuri,4.6,20293,10118
Natasha なたーしゃ,Kakujou Azuma 鶴城東,"Action,Comedy,Ecchi,Fantasy,Romance,School Life", 828 ,Classmate ga Tsukaima ni Narimashite,4.8,63044,44426
Gilse,Mochitsuki Nozomu,"Comedy,Drama,Fantasy,Romance,Shoujo,Tragedy", 173 ,"Tearmoon Empire Story - The Reincarnation Reversal Story of the Princess, Starting from the Guillotine",4.9,10397,12700
Hiten,岬鷺宮 (Misaki Saginomiya),"Comedy,Drama,Romance,School Life,Seinen,Slice of Life", 171 ,Khoảng Cách Giữa Chúng Ta Trong Mối Tình Tay Ba Này Là Con Số Không Vô Hạn,4.6,4579,13296
sukima すきま,FUNA,"Action,Adventure,Comedy,Fantasy,Isekai,Shoujo,Shounen,Slice of Life,Web Novel", 747 ,Potion tanomi de ikinobimasu!,4.8,228751,200521
Arusechika (アルセチカ),Sangatsu Midori (三月みどり),"Comedy,Drama,Romance,School Life,One shot", 415 ,Good-Bye Sengen,4.9,13021,3305
N/A,Yonezawa Honobu,"Mystery,Psychological", 41 ,"Vĩnh biệt nhé, Nàng Tiên",4.7,2488,2826
Nanasemeruchi,Kota Nozomi,"Comedy,Romance,Slice of Life", 392 ,Nhóc Thấy Có Sao Không Nếu Có Bạn Gái Hơn Tuổi Một Chút?,4.7,12549,17720
Nitheta,"Hideyuki Furuhashi, Jin Haganeya (nguyên tác)","Action,Magic,Mecha,Science Fiction,Super Power,Adventure,Seinen,Supernatural", 26 ,Zanma Taisei Demonbane,5,3839,60639
Nanakawa,Mochizuki Kurage,"Fantasy,Romance,School Life,Tragedy", 185 ,"Tại Thế Gian Này, Tớ Sẽ Yêu Cậu Thêm Lần Nữa",4.8,8905,13093
Non,Iruma Hitoma,"Adapted to Anime,Comedy,Shoujo,Shoujo ai,Slice of Life,Yuri", 66 ,Adachi và Shimamura,4.1,4936,19573
Kim Peul; 킴플,Jin Hee-hwa; 진희화,"Drama,Fantasy,Korean Novel,Romance,Shoujo,Web Novel", 57 ,Tôi có một người chồng phản diện,4.1,8707,17020
Atiki,Sawatari Kazami,"Comedy,Romance,School Life", 1592 ,Satou-san xát muối chỉ ngọt ngào với mình tôi,4.9,116681,51551
Momoko,燦々SUN,"Comedy,Romance,School Life,Slice of Life,Web Novel", 2273 ,Aria-san bàn bên thi thoảng lại thả thính tôi bằng tiếng Nga,4.9,180092,9050
Rangu,Tanaka Doriru,"Adapted to Manga,Comedy,Drama,Ecchi,Incest,Romance,School Life,Web Novel", 1274 ,"Cô em gái luôn rủa tôi chết mỗi ngày, lại lén thôi miên tôi lúc đang ngủ để khiến tôi đổ em ấy..!",4.8,141224,37422
Sottan,시록보다푸른,"Drama,Fantasy,Korean Novel,Romance,Shoujo,Web Novel", 33 ,Tôi đã nhầm danh tính ẩn của nhân vật phụ thành chính,4.4,2997,5023
N/A,Hư Minh,"Chinese Novel,Drama,Fantasy,Historical,Horror,Magic,Mystery,Psychological,Seinen,Tragedy,Web Novel", 39 ,Linh Hồn Của Negary,5,3647,4353
Sencha,Ameko Kaeruda,"Adventure,Comedy,Fantasy,School Life,Slice of Life", 163 ,Dragon Daddy Diaries: A Girl Grows to Greatness,4.9,10763,16260
N/A,효진,"Drama,Fantasy,Josei,Korean Novel,Romance,Web Novel", 35 ,Quyến rũ công tước máu lạnh,4,6670,25393
